puesto_id,familia,puesto,alias_busqueda,tipo_perfil,nivel_evaluado,preparacion_estimada_pct,lectura,incorporacion,fundamentos_0a4,tareas_0a4,herramientas_0a4,practica_operativa_0a4,colaboracion_0a4,puntaje_sin_tope_pct,tope_experiencia_pct,materias_ids,materias,aporte_curricular,brechas_prioritarias,por_que_porcentaje,evidencia_practica_a_validar,fuentes_ids,fuentes_web,paginas_programa,certeza,aporte_optativo,mercado,fecha_corte,fuentes_anuncios_ids,base_laboral,materias_transversales_ids,practica_profesionalizante,evaluacion
R233,Sistemas especializados y ocupaciones digitales adyacentes,Desarrollador de software sanitario,Healthcare Software Developer; Clinical Systems Developer,Especialización,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,3,48.75,100,DSO250;DSO290;DSO120;DSO150;DSO240,Programación Orientada a Objetos; Programación Web; Base de Datos Relacionales; Legislación de las TIC; Metodología y Testing,"Software, bases, privacidad y testing cubren parte técnica general","Interoperabilidad sanitaria, procesos clínicos y requisitos de validación aplicables","Software, bases, privacidad y testing cubren parte técnica general. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Interoperabilidad sanitaria, procesos clínicos y requisitos de validación aplicables. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Integración de prueba con datos sintéticos y controles de acceso,P2;DEV;BA;ASVS,https://www.onetonline.org/link/summary/15-1252.00 ; https://www.onetonline.org/link/summary/15-1211.00 ; https://owasp.github.io/www-project-application-security-verification-standard/,DSO250: 46; DSO290: 46-47; DSO120: 38-40; DSO150: 51; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R212,Sistemas especializados y ocupaciones digitales adyacentes,Desarrollador de soluciones IoT,IoT Developer; IoT Software Engineer,Especialización,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,3,48.75,100,DSO090;DSO220;DSO260;DSO290;DSO120,Arquitectura de Hardware Computacional; Redes y Sistemas Distribuidos; Computación en la Nube; Programación Web; Base de Datos Relacionales,"Une sensores, redes, cloud y almacenamiento","Protocolos IoT, gestión de dispositivos, firmware y seguridad de extremo a extremo","Une sensores, redes, cloud y almacenamiento. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Protocolos IoT, gestión de dispositivos, firmware y seguridad de extremo a extremo. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Dispositivo simulado o real con telemetría, reconexión y autenticación",P2;DEV;HW;GCP,https://www.onetonline.org/link/summary/15-1252.00 ; https://www.onetonline.org/link/summary/17-2061.00 ; https://cloud.google.com/learn/certification/cloud-engineer,DSO090: 36-37; DSO220: 42-43; DSO260: 47-48; DSO290: 46-47; DSO120: 38-40,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R137,Soporte y operación de sistemas,Administrador de endpoints/MDM,Endpoint Administrator; Intune Administrator; MDM Administrator,Especialización,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,3,48.75,100,DSO210;DSO300;DSO260,Sistemas Operativos Aplicados; Programación de Aplicaciones para Celulares; Computación en la Nube,Administración Windows y móvil facilita comprender dispositivos gestionados,"Intune/Jamf u otra plataforma, enrolamiento, cumplimiento y despliegue de apps","Administración Windows y móvil facilita comprender dispositivos gestionados. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Intune/Jamf u otra plataforma, enrolamiento, cumplimiento y despliegue de apps. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Configurar dispositivos de prueba con políticas y borrado controlado,P2;SYS;AZURE,https://www.onetonline.org/link/summary/15-1244.00 ; https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-104,DSO210: 40-42; DSO300: 47; DSO260: 47-48,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R138,Soporte y operación de sistemas,Administrador de virtualización,Virtualization Administrator; VMware Administrator,Especialización,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,3,48.75,100,DSO100;DSO210;DSO090;DSO220,Introducción a los Sistemas Operativos; Sistemas Operativos Aplicados; Arquitectura de Hardware Computacional; Redes y Sistemas Distribuidos,"Máquinas virtuales, memoria y redes aportan conceptos fundamentales","Hipervisor elegido, clústeres, almacenamiento, respaldo y capacidad","Máquinas virtuales, memoria y redes aportan conceptos fundamentales. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Hipervisor elegido, clústeres, almacenamiento, respaldo y capacidad. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Entorno virtual con redes, recursos y recuperación de una VM",P2;SYS;GCP,https://www.onetonline.org/link/summary/15-1244.00 ; https://cloud.google.com/learn/certification/cloud-engineer,DSO100: 37-38; DSO210: 40-42; DSO090: 36-37; DSO220: 42-43,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R129,Soporte y operación de sistemas,Ingeniero de soporte cloud,Cloud Support Associate; Cloud Support Engineer,Especialización,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,2,1,2,51.25,100,DSO260;DSO210;DSO220;DSO120,Computación en la Nube; Sistemas Operativos Aplicados; Redes y Sistemas Distribuidos; Base de Datos Relacionales,"Cloud, Linux, redes y bases de datos cubren fundamentos de diagnóstico","Servicios del proveedor, IAM, monitoreo, casos reales y comunicación con clientes","Cloud, Linux, redes y bases de datos cubren fundamentos de diagnóstico. La valoración de tareas es 2/4 y la de herramientas 2/4 porque resta: Servicios del proveedor, IAM, monitoreo, casos reales y comunicación con clientes. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Resolver un caso de conectividad o permisos con registro de pasos,P2;GCP;AWS;SUP,https://cloud.google.com/learn/certification/cloud-engineer ; https://aws.amazon.com/certification/certified-developer-associate/ ; https://www.onetonline.org/link/summary/15-1232.00,DSO260: 47-48; DSO210: 40-42; DSO220: 42-43; DSO120: 38-40,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R130,Soporte y operación de sistemas,Técnico de operaciones de centro de datos,Data Center Technician,Ocupación,Inicial,50,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,3,48.75,100,DSO090;DSO210;DSO220,Arquitectura de Hardware Computacional; Sistemas Operativos Aplicados; Redes y Sistemas Distribuidos,"Hardware, sistemas y redes aportan base de infraestructura","Racks, cableado físico, procedimientos de energía, inventario y operación presencial","Hardware, sistemas y redes aportan base de infraestructura. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Racks, cableado físico, procedimientos de energía, inventario y operación presencial. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Ejecutar una intervención documentada con identificación y verificación de equipos,P2;HW;SYS;NET,https://www.onetonline.org/link/summary/17-2061.00 ; https://www.onetonline.org/link/summary/15-1244.00 ; https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccna.html,DSO090: 36-37; DSO210: 40-42; DSO220: 42-43,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R098,Analítica e inteligencia de negocio,Analista de analítica web,Web Analytics Analyst; Digital Analytics Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO190;DSO290;DSO060;DSO150,Ciencia de Datos Aplicada; Programación Web; Álgebra y Estadística; Legislación de las TIC,"Datos web, estadística y privacidad facilitan interpretar comportamiento","GA4 u otra plataforma, etiquetado, consentimiento y calidad de eventos","Datos web, estadística y privacidad facilitan interpretar comportamiento. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: GA4 u otra plataforma, etiquetado, consentimiento y calidad de eventos. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Plan de medición y validación de eventos con reporte de sesgos,P2;BI;MDN,https://www.onetonline.org/link/summary/15-2051.01 ; https://developer.mozilla.org/en-US/curriculum/core/,DSO190: 34-35; DSO290: 46-47; DSO060: 32-33; DSO150: 51,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R097,Analítica e inteligencia de negocio,Analista de producto digital,Product Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO190;DSO060;DSO080;DSO290,Ciencia de Datos Aplicada; Álgebra y Estadística; Fundamentos de Análisis de Sistemas; Programación Web,"Estadística, datos y comprensión de software aportan base","Instrumentación de eventos, embudos, cohortes, experimentación y métricas de producto","Estadística, datos y comprensión de software aportan base. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Instrumentación de eventos, embudos, cohortes, experimentación y métricas de producto. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Analizar un embudo con definiciones y limitaciones de causalidad,P2;DS;BI;IIBA,https://www.onetonline.org/link/summary/15-2051.00 ; https://www.onetonline.org/link/summary/15-2051.01 ; https://www.iiba.org/knowledgehub/the-business-analysis-standard/,DSO190: 34-35; DSO060: 32-33; DSO080: 33-34; DSO290: 46-47,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R095,Analítica e inteligencia de negocio,Desarrollador Looker,Looker Developer; LookML Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO110;DSO120;DSO230;DSO190,Modelo de Datos; Base de Datos Relacionales; Base de Datos Avanzadas; Ciencia de Datos Aplicada,Modelado y SQL permiten comprender la capa semántica,"LookML, gobierno de métricas, permisos y publicación del modelo","Modelado y SQL permiten comprender la capa semántica. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: LookML, gobierno de métricas, permisos y publicación del modelo. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Modelo semántico con métricas reutilizables y pruebas de consistencia,P2;BI;DE,https://www.onetonline.org/link/summary/15-2051.01 ; https://cloud.google.com/learn/certification/data-engineer,DSO110: 38; DSO120: 38-40; DSO230: 43-44; DSO190: 34-35,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R093,Analítica e inteligencia de negocio,Desarrollador Power BI,Power BI Developer; Power BI Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO230;DSO190;DSO120;DSO110,Base de Datos Avanzadas; Ciencia de Datos Aplicada; Base de Datos Relacionales; Modelo de Datos,Conceptos BI y datos relacionales se transfieren,"Power Query, DAX, modelo semántico, servicio y seguridad de Power BI","Conceptos BI y datos relacionales se transfieren. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Power Query, DAX, modelo semántico, servicio y seguridad de Power BI. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Panel con DAX, relaciones correctas, actualización y acceso por rol",P2;PBI;J_DATA,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/pl-300 ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO230: 43-44; DSO190: 34-35; DSO120: 38-40; DSO110: 38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R094,Analítica e inteligencia de negocio,Desarrollador Tableau,Tableau Developer; Tableau Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO230;DSO190;DSO060;DSO120,Base de Datos Avanzadas; Ciencia de Datos Aplicada; Álgebra y Estadística; Base de Datos Relacionales,"BI, visualización y SQL proporcionan base","Tableau, cálculos, modelo de fuentes, publicación y rendimiento","BI, visualización y SQL proporcionan base. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Tableau, cálculos, modelo de fuentes, publicación y rendimiento. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Dashboard con filtros, métricas documentadas y validación de agregaciones",P2;BI,https://www.onetonline.org/link/summary/15-2051.01,DSO230: 43-44; DSO190: 34-35; DSO060: 32-33; DSO120: 38-40,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R190,"Análisis, producto, diseño y relación con clientes",Analista de procesos de negocio,Business Process Analyst,Ocupación,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO080;DSO140;DSO040;DSO190,Fundamentos de Análisis de Sistemas; Emprendedurismo; Taller de Tecnología; Ciencia de Datos Aplicada,"Organizaciones, análisis y estimación permiten estudiar procesos","BPMN detallado, medición de desempeño, cambio organizacional y dominio sectorial","Organizaciones, análisis y estimación permiten estudiar procesos. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: BPMN detallado, medición de desempeño, cambio organizacional y dominio sectorial. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Modelo actual/futuro con causas, métricas y criterios de mejora",P2;IIBA;BA,https://www.iiba.org/knowledgehub/the-business-analysis-standard/ ; https://www.onetonline.org/link/summary/15-1211.00,DSO080: 33-34; DSO140: 49-50; DSO040: 28-29; DSO190: 34-35,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R197,"Análisis, producto, diseño y relación con clientes",Diseñador UX junior,Junior UX Designer; Interaction Designer,Ocupación,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO200;DSO080;DSO040;DSO240,Diseño de Software; Fundamentos de Análisis de Sistemas; Taller de Tecnología; Metodología y Testing,"Interacción, evaluación de usabilidad y requisitos son relevantes","Investigación aplicada, síntesis, prototipado y portfolio de decisiones","Interacción, evaluación de usabilidad y requisitos son relevantes. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Investigación aplicada, síntesis, prototipado y portfolio de decisiones. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Estudio de un flujo con investigación, prototipo y prueba con usuarios",P2;UX;A11Y,https://www.onetonline.org/link/summary/15-1255.00 ; https://www.w3.org/WAI/curricula/,DSO200: 35-36; DSO080: 33-34; DSO040: 28-29; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R205,"Análisis, producto, diseño y relación con clientes",Especialista en relaciones con desarrolladores,Developer Advocate; DevRel Engineer,Ocupación,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO010;DSO250;DSO290;DSO270;DSO170,Comprensión y Producción de Textos; Programación Orientada a Objetos; Programación Web; Técnicas Laborales para el Desarrollo de Software; Comunicación en Idioma Inglés,Programación y comunicación ofrecen base para ejemplos y contenidos,"Profundidad de producto, comunidad, exposición pública e inglés profesional","Programación y comunicación ofrecen base para ejemplos y contenidos. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Profundidad de producto, comunidad, exposición pública e inglés profesional. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Ejemplo técnico ejecutable acompañado de tutorial y demostración,P2;DEV;WRITE;SFIA,https://www.onetonline.org/link/summary/15-1252.00 ; https://www.onetonline.org/link/summary/27-3042.00 ; https://sfia-online.org/en/the-sfia-framework,DSO010: 23-25; DSO250: 46; DSO290: 46-47; DSO270: 29-30; DSO170: 26,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R202,"Análisis, producto, diseño y relación con clientes",Ingeniero de preventa asociado,Associate Solutions Engineer; Sales Engineer,Ocupación,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO080;DSO260;DSO220;DSO270;DSO140,Fundamentos de Análisis de Sistemas; Computación en la Nube; Redes y Sistemas Distribuidos; Técnicas Laborales para el Desarrollo de Software; Emprendedurismo,"Necesidades, tecnología y exposición aportan base de demostración","Producto, discovery comercial, propuesta de valor y comunicación de ventas","Necesidades, tecnología y exposición aportan base de demostración. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Producto, discovery comercial, propuesta de valor y comunicación de ventas. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Demostración que resuelva un caso y justifique decisiones y límites,P2;J_SE;BA;SFIA,https://job-boards.greenhouse.io/cloudflare/jobs/8152697 ; https://www.onetonline.org/link/summary/15-1211.00 ; https://sfia-online.org/en/the-sfia-framework,DSO080: 33-34; DSO260: 47-48; DSO220: 42-43; DSO270: 29-30; DSO140: 49-50,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_SE,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R204,"Análisis, producto, diseño y relación con clientes",Instructor técnico de software,Technical Trainer; Software Trainer,Ocupación adyacente,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO010;DSO030;DSO250;DSO270,Comprensión y Producción de Textos; Desarrollo del Pensamiento y Desempeño de Roles; Programación Orientada a Objetos; Técnicas Laborales para el Desarrollo de Software,Dominio introductorio de software y exposición permiten explicar tareas básicas,"Didáctica, diseño de cursos, evaluación y profundidad del producto a enseñar","Dominio introductorio de software y exposición permiten explicar tareas básicas. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Didáctica, diseño de cursos, evaluación y profundidad del producto a enseñar. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Taller con objetivos, ejercicios y evaluación de aprendizaje",P2;WRITE;SFIA,https://www.onetonline.org/link/summary/27-3042.00 ; https://sfia-online.org/en/the-sfia-framework,DSO010: 23-25; DSO030: 26-28; DSO250: 46; DSO270: 29-30,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO160;DSO170,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R083,Bases de datos y gestión de datos,Administrador Oracle Database,Oracle DBA,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO120;DSO210;DSO110,Base de Datos Relacionales; Sistemas Operativos Aplicados; Modelo de Datos,"Bases relacionales, sistemas y seguridad aportan base","Arquitectura Oracle, PL/SQL, RMAN, almacenamiento y herramientas propias","Bases relacionales, sistemas y seguridad aportan base. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Arquitectura Oracle, PL/SQL, RMAN, almacenamiento y herramientas propias. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Restaurar una instancia de laboratorio y diagnosticar una consulta,P2;DBA,https://www.onetonline.org/link/summary/15-1242.00,DSO120: 38-40; DSO210: 40-42; DSO110: 38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R082,Bases de datos y gestión de datos,Administrador SQL Server,SQL Server DBA,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO120;DSO210;DSO110,Base de Datos Relacionales; Sistemas Operativos Aplicados; Modelo de Datos,Administración relacional y Windows Server se transfieren,"SQL Server, T-SQL, SQL Agent, recuperación y alta disponibilidad propios","Administración relacional y Windows Server se transfieren. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: SQL Server, T-SQL, SQL Agent, recuperación y alta disponibilidad propios. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Administrar una instancia con trabajos, seguridad y restauración",P2;DBA;J_NET,https://www.onetonline.org/link/summary/15-1242.00 ; https://jobs.smartrecruiters.com/Tietoevry1/744000114916473-junior-middle-net-software-engineer-tieto-tech-consulting-m-f-d-,DSO120: 38-40; DSO210: 40-42; DSO110: 38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_NET,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R088,Bases de datos y gestión de datos,Analista de datos maestros,Master Data Analyst; MDM Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,1,1,2,46.25,100,DSO110;DSO120;DSO080;DSO190,Modelo de Datos; Base de Datos Relacionales; Fundamentos de Análisis de Sistemas; Ciencia de Datos Aplicada,"Entidades, integridad y análisis de procesos aportan base","Dominios maestros, deduplicación, stewardship y plataforma MDM","Entidades, integridad y análisis de procesos aportan base. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Dominios maestros, deduplicación, stewardship y plataforma MDM. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Unificar registros con reglas de coincidencia y revisión de excepciones,P2;BI;J_DATA,https://www.onetonline.org/link/summary/15-2051.01 ; https://jobs.smartrecruiters.com/REPAGROUP/744000137445029-junior-data-analyst-data-operations-specialist-m-f-d-?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO110: 38; DSO120: 38-40; DSO080: 33-34; DSO190: 34-35,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DATA,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
